standard_text,dialect_text,dialect
বৃষ্টির জন্য ঢাকায় কোথাও নামাজ পড়া হবে কি ?,বৃষ্টির লাইজ্ঞা ঢাকায় কুনোখানে নামাজ পড়ন হইব কি ?,Mymensingh
পানির জন্য হাহাকার আর ভালো লাগছে না,পানির লাইজ্ঞা হাহাকার আর ভালা লাগতাসে না,Mymensingh
উত্তরাতে আমাদের ভবনে  কোনোভাবেই পানি পাচ্ছি না আমরা,উত্তরাতে আমারার ভবনে কোনোমতেই পানি পাইতাসি না আমরা,Mymensingh
শুধু এক গাড়ি পানি হলেও ২টা দিন চলা যেতো,খালি এক গাড়ি পানি হইলেও ২ডা দিন চলন যাইত,Mymensingh
কোনোভাবেই ওয়াসা পানি দিচ্ছে না,কোনমতেই ওয়াসা পানি দিতাসে না,Mymensingh
কি করতে পারি বলুন এখন?,কিতা করতাম পারি কন এহন?,Mymensingh
বিদ্যুৎ ছাড়া না হয় থাকা যায় কিন্তু পানি ছাড়া কিভাবে থাকে মানুষ,বিদ্যুৎ ছাড়া না হয় থাকন যায় কিন্তু পানি ছাড়া কেমনে থাকে মানুষ,Mymensingh
আজকে জুম্মার দিন ,আইজকে জুম্মার দিন,Mymensingh
আমি শুক্রবার অনেক সকালে উঠি ,আমি শুক্কুরবার মেলা সহালে উঠি,Mymensingh
সে অনেক বেলা করে ঘুমায় ,হেয় মেলা বেলা কইরা ঘুমায়,Mymensingh
সে আমাকে একটি উপহার দিয়েছে ,হেয় আমারে একটা উপহার দিসে,Mymensingh
আজকে আমার জন্মদিন ,আইজকা আমার জন্মদিন,Mymensingh
আমার বয়স বেশি না,আমার বয়স বেশি না,Mymensingh
তার চেয়ে আমি দেখতে সুন্দর ,হের চেয়ে আমি দেখতে সুন্দর,Mymensingh
এইবার কুরবানিতে লাল গরু কিনবো ,এইবার কুরবানিতে লাল গরু কিনবাম,Mymensingh
সবকিছু একসাথে করা সম্ভব না ,বেগকিসু একসাথে করন সম্ভব না,Mymensingh
তুমি বিয়ে করছো না কেন?,তুমি বিয়া করতাসো না কেরে?,Mymensingh
ভালো মেয়ে পাচ্ছি না ,ভালা মাইয়া পাইতাসি না ,Mymensingh
ঘড়িতে কয়টা বাজে? ,ঘড়িতে কয়টা বাজে?,Mymensingh
আজকে দুপুরে আমাদের দাওয়াত আছে ,আজকে দুফুরে আমরার দাওয়াত আসে,Mymensingh
সবাই কেমন আছো?,সবাই কেমত আসো?,Mymensingh
আজকে কত তারিখ?,আইজকে কয় তারিখ?,Mymensingh
মন ভালো করতে তোমরা কি কর?,মন ভালা করতে তোমরা কিতা কর?,Mymensingh
আমি মাঝেমধ্যে গান শুনি,আমি মাঝেমধ্যে গান হুনি,Mymensingh
আজকাল পড়াশোনার চাপ অনেক বেশি,আইজকাল পড়াশুনার চাপ অনেক বেশি,Mymensingh
তোমরা কি গল্পের বই পড়তে পছন্দ কর?,তোমরা কিতা গল্পের বই পড়তে পসন্দ কর?,Mymensingh
