standard_text,dialect_text,dialect
আপনি কি বাংলা নাটক দেখতে পারেন?,অনে কি বাংলা নাটক দেইত ফার অন?,Chittagong
আপনি কি কোনো কবিতা লিখতে পারেন?,অনে কি হনো বাংলা কবিতা লেকিত ফার অন?,Chittagong
আপনি কি এই বইটি পড়তে পারেন?,অনে কি এই বইওয়া ফরিত ফার অন?,Chittagong
আপনি কি কোনো গানে নাচতে পারেন?,অনে কি হনো গান অত নাচিত ফার অন?,Chittagong
তুই কি এই বইটি পড়তে পারিস?,তুই কি এই বইওয়া ফরিত ফার অস নে?,Chittagong
তুই আমার সঙ্গে একটি গান গাইতে  পারবি?,তুই আঁর ফোয়ারে ওজ্ঞা গান গাইত ফারিবি নে?,Chittagong
তুই আমার পাশে থাকতে চাস ?,তুই আঁর ডাহদ্দি তাইক্তো চস নেম?,Chittagong
তুই কি এই সিনেমা দেখতে চাস ?,তুই কি চিনেমাইবা চাইত চস নে?,Chittagong
তুই আমার জন্য কী ভালোবাসতে পারবি?,তুই আঁর লাই কি বালবাসিত ফারিবি নে?,Chittagong
তুই কি কখনো বাংলাদেশে ঘুরতে গিয়েছিলি?,তুই কি হনো অত্তে বাংলাদেশ গুইরতো গেইলি নে?,Chittagong
তুই আমার জন্য কোনো সুন্দর উপহার কিনতে পারবি?,তুই আঁর লাই হনো সুন্দর উফার কিনিত ফারিবি নে?,Chittagong
তুই কি এই গানটি শুনতে ভালোবাসবি?,তুই কি গান ইবা ফুইন্তে বালবাসিবি?,Chittagong
তুই কি কখনো কবিতা লিখতে পারিস?,তুই কি হনো অত্তে কবিতা লেকিত ফার অস নে?,Chittagong
তুই আমার সঙ্গে কী ছবি তোলতে পারবি?,তুই আঁর ফোয়ারে এক্কান চবি তুলিত ফারিবি নে?,Chittagong
তুই আমার কাছে এসব কিছু শিখতে চাস ?,তুই আঁর হাচে এগিন শিক্ত চস নে?,Chittagong
তুই কি আমার জন্য কিছু লিখতে পারবি?,তুই কি আঁর লাই কিচু লেকিত ফারিবি নে?,Chittagong
তুই কি আমার সঙ্গে বাংলায় কথা বলতে পারবি?,তুই কি আঁর ফোয়ারে বাংলাত হতা হইত ফারিবি নে?,Chittagong
তুই কি এই স্কুলে পড়তে আসতে চাস ?,তুই কি স্কুল ইয়ানত ফইরতো আইতো চস নে?,Chittagong
রোনালদো ভালোবাসার চেয়েও বেশি কিছু,রোনালদো বালাবাসার চেয়েও বউত বেশি কিচু,Chittagong
আমরা মেসিকে ঘৃণা করি না,আঁরা মেসিরে গৃনা ন গরি,Chittagong
আমি ফুটবলের বিশ্বকাপ দেখতে যাচ্ছি,আঁই ফুটবল বিশ্বকাফ চাইতো যাইর,Chittagong
ফুটবল আমার প্রিয় খেলা,ফুটবল আঁর ফ্রিয় কেলা,Chittagong
আমি ফুটবল খেলতে ভালোবাসি,আঁই ফুটবল কেইলত বালবাসি,Chittagong
কলকাতা মোহনবাগানের ফুটবল দল অনেক জনপ্রিয়,হলহাতার মোহনবাগানঅর ফুটবল দল বউত যনফ্রিয়,Chittagong
